id,year,sex,age,marital_status,degree,occ_prestige,num_children,op_working_mother,op_preschool,op_family,op_men_over_work,op_childcare,work_status,hours_worked,ever_worked
222,2021,Male,1980-1989,Never Married,High School,24,6,NA,NA,NA,NA,About Right,Working full time,40-49,Inapplicable
223,2021,Female,1970-1979,Divorced,High School,45,1,Strongly Agree,Disagree,Disagree,Neither Agree Nor Disagree,About Right,Keeping house,More than 89,YES
224,2021,Female,1980-1989,Divorced,Bachelors,45,0,Agree,Disagree,Agree,Neither Agree Nor Disagree,About Right,Working full time,40-49,Inapplicable
225,2021,Male,1980-1989,Married,Less than High School,39,4,Disagree,Agree,Disagree,Agree,About Right,Working full time,30-39,Inapplicable
226,2021,Female,1970-1979,Never Married,Associate/Junior College,54,2,Strongly Disagree,Agree,Disagree,Agree,Too Little,Working full time,50-59,Inapplicable
227,2021,Female,1960-1969,Widowed,High School,47,4,NA,NA,NA,NA,About Right,Other,More than 89,YES
229,2021,Female,1990-1999,Never Married,High School,31,2,NA,NA,NA,NA,About Right,Keeping house,More than 89,YES
230,2021,Female,1980-1989,Never Married,High School,31,2,Strongly Agree,Disagree,Disagree,Disagree,Too Little,"Unemployed, laid off, looking for work",More than 89,Inapplicable
231,2021,Female,1940-1949,Married,Graduate,46,4,Strongly Agree,Disagree,Strongly Disagree,Agree,Too Much,Retired,More than 89,YES
232,2021,Female,1980-1989,Never Married,High School,37,0,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Too Little,Working full time,40-49,Inapplicable
233,2021,Female,1950-1959,Married,Graduate,59,4,NA,NA,NA,NA,Too Little,Retired,More than 89,YES
234,2021,Female,1970-1979,Separated,High School,NA,3,Agree,Disagree,Disagree,Agree,About Right,Keeping house,More than 89,NO
235,2021,Male,1980-1989,Divorced,High School,38,2,Disagree,Agree,Agree,Agree,Too Little,Working full time,60-69,Inapplicable
236,2021,Female,1950-1959,Married,Graduate,61,2,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Too Much,In school,More than 89,YES
237,2021,Male,1960-1969,Married,High School,50,3,NA,NA,NA,NA,Too Little,Working full time,40-49,Inapplicable
238,2021,Female,1970-1979,Married,High School,32,4,NA,NA,NA,NA,Too Little,Working full time,40-49,Inapplicable
239,2021,Female,1940-1949,Married,Graduate,64,5,Disagree,Agree,Disagree,Agree,Too Little,Retired,More than 89,YES
240,2021,Female,Don't Know,Widowed,High School,47,2,NA,NA,NA,NA,About Right,Retired,More than 89,YES
241,2021,Female,1970-1979,Married,Graduate,64,2,NA,NA,NA,NA,About Right,Working full time,40-49,Inapplicable
242,2021,Male,1980-1989,Married,Bachelors,49,0,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,Too Little,Working full time,40-49,Inapplicable
243,2021,Female,1970-1979,Married,High School,25,2,Agree,Disagree,Strongly Disagree,Strongly Disagree,Too Little,Keeping house,More than 89,YES
244,2021,NA,1990-1999,Never Married,Bachelors,35,0,Disagree,Disagree,Agree,Agree,Too Little,Working full time,40-49,Inapplicable
245,2021,Male,1970-1979,Widowed,NA,45,NA,Agree,Disagree,Disagree,Strongly Agree,Too Little,Retired,More than 89,YES
246,2021,Male,1950-1959,Married,High School,46,2,NA,NA,NA,NA,About Right,"With a job, but not at work because of temporary illness, vacation, strike",More than 89,Inapplicable
247,2021,Female,1970-1979,Married,High School,28,1,Agree,Disagree,Disagree,Agree,About Right,"Unemployed, laid off, looking for work",More than 89,Inapplicable
248,2021,Female,2000-2009,Never Married,Less than High School,NA,0,Agree,Agree,Disagree,Strongly Agree,About Right,In school,More than 89,NO
250,2021,Female,1950-1959,Separated,NA,24,2,Strongly Agree,Agree,Agree,Agree,About Right,Keeping house,More than 89,YES
253,2021,Female,1980-1989,Divorced,Bachelors,33,0,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Too Little,Working full time,40-49,Inapplicable
254,2021,Male,Don't Know,Widowed,Bachelors,58,4,Strongly Agree,Disagree,Disagree,Neither Agree Nor Disagree,About Right,Working full time,40-49,Inapplicable
255,2021,Male,1960-1969,Married,Bachelors,49,4,Agree,Disagree,Disagree,Neither Agree Nor Disagree,About Right,Working full time,40-49,Inapplicable
256,2021,Male,1970-1979,Married,Graduate,NA,2,Agree,Disagree,Disagree,Neither Agree Nor Disagree,About Right,Working full time,40-49,Inapplicable
257,2021,Female,1990-1999,Never Married,Bachelors,42,0,NA,NA,NA,NA,About Right,Working part time,20-29,Inapplicable
258,2021,Female,1960-1969,Married,Associate/Junior College,NA,2,Agree,Disagree,Disagree,Neither Agree Nor Disagree,About Right,Keeping house,More than 89,NO
259,2021,Male,1980-1989,Never Married,Graduate,74,0,Strongly Agree,Disagree,Disagree,Agree,About Right,Working full time,40-49,Inapplicable
260,2021,Female,1970-1979,Married,Associate/Junior College,18,0,Agree,Disagree,Strongly Disagree,Disagree,About Right,Working part time,20-29,Inapplicable
261,2021,Female,1950-1959,Divorced,High School,44,2,Strongly Agree,Disagree,Disagree,Agree,Too Little,"With a job, but not at work because of temporary illness, vacation, strike",More than 89,Inapplicable
262,2021,Female,1980-1989,Married,Graduate,80,1,Agree,Disagree,Strongly Disagree,Disagree,Too Little,Working full time,60-69,Inapplicable
263,2021,Male,1980-1989,Divorced,High School,45,2,NA,NA,NA,NA,Too Little,"Unemployed, laid off, looking for work",More than 89,Inapplicable
264,2021,Male,1950-1959,Divorced,High School,48,2,NA,NA,NA,NA,About Right,Retired,More than 89,YES
265,2021,Female,1980-1989,Married,Bachelors,39,0,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,Too Little,Working full time,40-49,Inapplicable
266,2021,Female,1990-1999,Divorced,High School,31,2,Agree,Disagree,Disagree,Neither Agree Nor Disagree,Too Little,Working full time,40-49,Inapplicable
267,2021,Female,1970-1979,Divorced,High School,38,3,NA,NA,NA,NA,Too Little,Keeping house,More than 89,YES
268,2021,Female,1970-1979,Married,Graduate,25,3,Strongly Agree,Disagree,Strongly Disagree,Neither Agree Nor Disagree,Too Little,Working full time,30-39,Inapplicable
269,2021,Female,1940-1949,Divorced,Bachelors,59,1,NA,NA,NA,NA,Too Little,Retired,More than 89,YES
270,2021,NA,Don't Know,Never Married,High School,47,3,NA,NA,NA,NA,About Right,Keeping house,More than 89,YES
271,2021,Male,1980-1989,Married,Bachelors,34,2,NA,NA,NA,NA,About Right,Working full time,30-39,Inapplicable
272,2021,Male,1980-1989,Never Married,Bachelors,51,0,Agree,Disagree,Disagree,Neither Agree Nor Disagree,Too Little,Working full time,40-49,Inapplicable
273,2021,Female,1960-1969,Married,Associate/Junior College,35,4,Strongly Agree,Strongly Disagree,Strongly Disagree,Neither Agree Nor Disagree,Too Little,Working part time,40-49,Inapplicable
274,2021,Male,Don't Know,Never Married,Associate/Junior College,53,1,Agree,Disagree,Disagree,Agree,Too Little,Working full time,30-39,Inapplicable
275,2021,Female,1960-1969,Divorced,High School,48,1,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,Too Little,Working full time,80-89,Inapplicable
276,2021,Male,1950-1959,Widowed,High School,35,0,Agree,Disagree,Disagree,Strongly Agree,Too Little,Working full time,50-59,Inapplicable
277,2021,Male,1960-1969,Married,Bachelors,NA,2,NA,NA,NA,NA,About Right,Working full time,50-59,Inapplicable
278,2021,Male,Don't Know,Married,Graduate,74,2,Agree,Disagree,Strongly Disagree,Neither Agree Nor Disagree,About Right,Retired,More than 89,YES
279,2021,Female,1980-1989,Married,Graduate,61,2,Strongly Agree,Disagree,Strongly Disagree,Agree,About Right,Keeping house,More than 89,YES
280,2021,Female,1950-1959,Divorced,NA,60,0,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Too Little,Retired,More than 89,YES
281,2021,Male,1980-1989,Never Married,Graduate,73,0,NA,NA,NA,NA,Too Little,Working full time,40-49,Inapplicable
282,2021,Male,1960-1969,Divorced,Graduate,60,1,Strongly Agree,Strongly Disagree,Strongly Disagree,Neither Agree Nor Disagree,Too Much,Retired,More than 89,YES
284,2021,Male,Don't Know,Married,Bachelors,60,2,Agree,Disagree,Disagree,Agree,About Right,Working full time,40-49,Inapplicable
285,2021,Male,1980-1989,Married,Graduate,70,1,Agree,Disagree,Disagree,Agree,About Right,Working full time,50-59,Inapplicable
286,2021,Male,1940-1949,Divorced,High School,50,4,Agree,Disagree,Strongly Disagree,Neither Agree Nor Disagree,Too Little,"Unemployed, laid off, looking for work",More than 89,Inapplicable
287,2021,Male,1980-1989,Never Married,High School,38,0,Agree,Disagree,Disagree,Agree,About Right,Working full time,40-49,Inapplicable
288,2021,Female,1990-1999,Never Married,Graduate,46,0,Strongly Agree,Disagree,Strongly Disagree,Disagree,Too Little,Working full time,40-49,Inapplicable
289,2021,Female,Don't Know,Divorced,High School,45,2,NA,NA,NA,NA,Too Little,Working full time,20-29,Inapplicable
291,2021,Male,1970-1979,Widowed,High School,38,4,Disagree,Agree,Disagree,Agree,Too Little,Other,More than 89,YES
292,2021,Female,1980-1989,Married,Bachelors,31,1,NA,NA,NA,NA,About Right,Keeping house,More than 89,YES
293,2021,Female,1980-1989,Married,High School,32,2,NA,NA,NA,NA,About Right,Keeping house,More than 89,YES
294,2021,Male,1960-1969,Married,Bachelors,60,0,Strongly Agree,Disagree,Disagree,Agree,Too Much,Working full time,40-49,Inapplicable
296,2021,Male,1980-1989,Never Married,High School,36,0,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,About Right,Working full time,40-49,Inapplicable
297,2021,Female,1940-1949,Divorced,Bachelors,39,1,NA,NA,NA,NA,About Right,Retired,More than 89,YES
298,2021,Female,1990-1999,Never Married,Associate/Junior College,38,0,Strongly Disagree,Disagree,Disagree,Disagree,Too Little,"With a job, but not at work because of temporary illness, vacation, strike",More than 89,Inapplicable
299,2021,Female,1960-1969,Divorced,Associate/Junior College,59,1,NA,NA,NA,NA,Too Little,Working full time,50-59,Inapplicable
300,2021,Female,1960-1969,Married,High School,52,2,Strongly Agree,Disagree,Agree,Neither Agree Nor Disagree,About Right,Working full time,40-49,Inapplicable
301,2021,Male,1980-1989,Never Married,High School,25,0,NA,NA,NA,NA,Too Little,Working full time,40-49,Inapplicable
302,2021,Female,1970-1979,Divorced,High School,28,5,NA,NA,NA,NA,Too Little,Keeping house,More than 89,YES
303,2021,Male,1990-1999,Never Married,Bachelors,NA,0,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Too Little,In school,More than 89,NO
304,2021,Female,1980-1989,Married,Graduate,38,0,NA,NA,NA,NA,Too Little,Working full time,40-49,Inapplicable
305,2021,Male,1980-1989,Married,Graduate,60,1,Disagree,Agree,NA,Agree,About Right,Working full time,40-49,Inapplicable
306,2021,Male,1950-1959,Married,Graduate,53,3,NA,NA,NA,NA,About Right,Retired,More than 89,YES
307,2021,Female,1960-1969,Divorced,High School,51,2,Agree,Disagree,Disagree,Disagree,NA,Working full time,40-49,Inapplicable
308,2021,Male,1950-1959,Never Married,High School,28,2,NA,NA,NA,NA,Too Little,Retired,More than 89,YES
309,2021,Male,1960-1969,Married,Associate/Junior College,51,1,Agree,Disagree,Agree,Neither Agree Nor Disagree,About Right,Working full time,50-59,Inapplicable
310,2021,Male,Don't Know,Divorced,Bachelors,70,1,NA,NA,NA,NA,Too Little,Retired,More than 89,YES
312,2021,Male,1960-1969,Divorced,Bachelors,38,3,Agree,Disagree,Disagree,Neither Agree Nor Disagree,About Right,Working full time,40-49,Inapplicable
313,2021,Male,1960-1969,Married,High School,33,2,Agree,Agree,Strongly Disagree,Neither Agree Nor Disagree,Too Much,Retired,More than 89,YES
314,2021,Female,1950-1959,Married,High School,69,3,Agree,Disagree,Disagree,Agree,Too Little,Working full time,30-39,Inapplicable
315,2021,Female,1980-1989,Married,Bachelors,40,1,Agree,Disagree,Strongly Disagree,Agree,Too Little,Working part time,10-19,Inapplicable
316,2021,Male,1950-1959,Divorced,High School,35,2,NA,NA,NA,NA,Too Little,Working part time,10-19,Inapplicable
317,2021,Male,1950-1959,Never Married,High School,28,0,Agree,Disagree,Strongly Disagree,Neither Agree Nor Disagree,About Right,Working full time,70-79,Inapplicable
318,2021,Female,1980-1989,Never Married,High School,54,4,Strongly Agree,Strongly Disagree,Disagree,Neither Agree Nor Disagree,Too Little,Working full time,30-39,Inapplicable
320,2021,Male,1950-1959,Divorced,Bachelors,80,2,Strongly Agree,Strongly Agree,Agree,Agree,Too Little,Retired,More than 89,YES
321,2021,Female,Don't Know,Married,Bachelors,47,0,Strongly Agree,Disagree,Strongly Disagree,Neither Agree Nor Disagree,Too Little,Working full time,40-49,Inapplicable
322,2021,Female,1990-1999,Married,Bachelors,62,2,NA,NA,NA,NA,Too Little,Working part time,0-9,Inapplicable
323,2021,Female,1950-1959,Married,Bachelors,61,2,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Too Little,Retired,More than 89,YES
324,2021,Female,1990-1999,Never Married,Bachelors,33,0,Strongly Agree,Strongly Disagree,Disagree,Disagree,About Right,Working full time,80-89,Inapplicable
325,2021,NA,Don't Know,Married,Less than High School,21,0,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Too Little,Working full time,20-29,Inapplicable
326,2021,Male,1950-1959,Never Married,Bachelors,65,0,NA,NA,NA,NA,About Right,Working full time,40-49,Inapplicable
327,2021,Female,1970-1979,Married,Bachelors,65,3,NA,NA,NA,NA,About Right,Working full time,40-49,Inapplicable
328,2021,Male,1980-1989,Never Married,Bachelors,42,0,Strongly Agree,Strongly Disagree,Strongly Disagree,Neither Agree Nor Disagree,Too Little,Working full time,40-49,Inapplicable
329,2021,Male,1960-1969,Married,Bachelors,48,2,NA,NA,NA,NA,Too Little,Working part time,10-19,Inapplicable
330,2021,Female,Don't Know,Married,Graduate,31,0,Agree,Disagree,Strongly Disagree,Agree,Too Little,Retired,More than 89,YES
331,2021,Female,1960-1969,Married,Graduate,55,2,NA,NA,NA,NA,Too Little,Working full time,40-49,Inapplicable
332,2021,Male,1950-1959,Married,High School,44,0,NA,NA,NA,NA,About Right,Retired,More than 89,YES
333,2021,Male,1980-1989,Married,High School,43,2,Strongly Agree,Strongly Disagree,Strongly Disagree,Neither Agree Nor Disagree,Too Little,Working full time,40-49,Inapplicable
334,2021,Male,1940-1949,Married,Bachelors,39,3,NA,NA,NA,NA,About Right,Retired,More than 89,YES
335,2021,Female,Don't Know,Divorced,Associate/Junior College,38,1,Agree,Disagree,Strongly Agree,Neither Agree Nor Disagree,Too Little,Working full time,40-49,Inapplicable
336,2021,Male,1990-1999,Never Married,Bachelors,35,0,Strongly Agree,Disagree,Strongly Disagree,Agree,Too Little,Working full time,40-49,Inapplicable
337,2021,Female,1960-1969,Married,High School,31,2,Agree,Disagree,Disagree,Disagree,Too Little,Working part time,30-39,Inapplicable
338,2021,Male,1940-1949,Divorced,High School,39,0,Agree,Agree,Disagree,Agree,NA,Retired,More than 89,YES
339,2021,Female,1960-1969,Married,High School,47,1,Agree,Disagree,Disagree,Neither Agree Nor Disagree,Too Little,Working full time,40-49,Inapplicable
340,2021,Female,1950-1959,Divorced,Graduate,58,1,Agree,Disagree,Disagree,Neither Agree Nor Disagree,Too Little,Other,More than 89,YES
341,2021,Female,1980-1989,Never Married,High School,35,5,Agree,Disagree,Agree,Neither Agree Nor Disagree,About Right,Keeping house,More than 89,YES
342,2021,Male,1970-1979,Married,Associate/Junior College,46,0,Strongly Agree,Disagree,Strongly Disagree,Neither Agree Nor Disagree,Too Little,Working part time,More than 89,Inapplicable
343,2021,Female,1980-1989,Married,High School,45,3,Strongly Agree,Disagree,Strongly Disagree,Disagree,Too Little,Keeping house,More than 89,YES
344,2021,Male,1950-1959,Married,Bachelors,53,1,Agree,Disagree,Disagree,Neither Agree Nor Disagree,About Right,Working part time,30-39,Inapplicable
345,2021,Female,1970-1979,Married,Graduate,56,2,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,Too Much,Working full time,40-49,Inapplicable
346,2021,Female,1950-1959,Married,High School,25,2,Agree,Disagree,Strongly Disagree,Neither Agree Nor Disagree,About Right,"Unemployed, laid off, looking for work",More than 89,Inapplicable
348,2021,Female,1960-1969,Divorced,High School,45,1,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,About Right,Retired,More than 89,YES
349,2021,Female,1950-1959,Widowed,Graduate,35,0,NA,NA,NA,NA,Too Little,Retired,More than 89,YES
350,2021,Female,1960-1969,Married,High School,32,0,Disagree,Disagree,Disagree,Neither Agree Nor Disagree,Too Much,Retired,More than 89,YES
351,2021,Male,1950-1959,Divorced,High School,31,4,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Too Little,Retired,More than 89,YES
352,2021,Female,1940-1949,Married,Graduate,61,1,NA,NA,NA,NA,About Right,Retired,More than 89,YES
353,2021,Male,1940-1949,Married,Graduate,60,1,Strongly Agree,Strongly Disagree,Strongly Disagree,Neither Agree Nor Disagree,About Right,Retired,More than 89,YES
354,2021,Male,1940-1949,Married,Graduate,59,1,Agree,Disagree,Disagree,Neither Agree Nor Disagree,Too Little,Retired,More than 89,YES
356,2021,Male,1970-1979,Married,Bachelors,39,2,Agree,Disagree,Disagree,Agree,About Right,Working full time,50-59,Inapplicable
357,2021,Male,1970-1979,Married,Graduate,66,2,Strongly Agree,Disagree,Disagree,Agree,Too Little,Working full time,40-49,Inapplicable
358,2021,Female,1960-1969,Married,High School,27,2,Strongly Agree,Agree,Disagree,Agree,Too Little,Working full time,40-49,Inapplicable
359,2021,Female,1980-1989,Divorced,High School,58,0,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Too Little,Working full time,50-59,Inapplicable
360,2021,Male,1980-1989,Married,High School,38,0,NA,NA,NA,NA,Too Little,"Unemployed, laid off, looking for work",More than 89,Inapplicable
361,2021,Male,1990-1999,Never Married,High School,46,0,Strongly Disagree,Strongly Agree,Disagree,Strongly Agree,Too Little,Working full time,40-49,Inapplicable
362,2021,Female,1950-1959,Divorced,Bachelors,61,3,NA,NA,NA,NA,Too Little,Working part time,80-89,Inapplicable
